PHAZIRref,X939.5,X948.6,X957.7,X966.9,X976,X985.1,X994.2,X1003.3,X1012.4,X1021.4,X1030.5,X1039.6,X1048.6,X1057.7,X1066.7,X1075.8,X1084.8,X1093.8,X1102.8,X1111.8,X1120.8,X1129.8,X1138.8,X1147.8,X1156.7,X1165.7,X1174.6,X1183.6,X1192.5,X1201.4,X1210.3,X1219.2,X1228.1,X1237,X1245.8,X1254.7,X1263.5,X1272.4,X1281.2,X1290,X1298.8,X1307.6,X1316.4,X1325.2,X1333.9,X1342.7,X1351.4,X1360.2,X1368.9,X1377.6,X1386.3,X1395,X1403.6,X1412.3,X1420.9,X1429.6,X1438.2,X1446.8,X1455.4,X1464,X1472.6,X1481.2,X1489.7,X1498.3,X1506.8,X1515.3,X1523.8,X1532.3,X1540.8,X1549.2,X1557.7,X1566.1,X1574.6,X1583,X1591.4,X1599.8,X1608.1,X1616.5,X1624.8,X1633.2,X1641.5,X1649.8,X1658.1,X1666.3,X1674.6,X1682.8,X1691.1,X1699.3,X1707.5,X1715.7,X1723.8,X1732,X1740.1,X1748.3,X1756.4,X1764.4,X1772.5,X1780.6,X1788.6,X1796.6
36,0.144220667,0.147974,0.154154333,0.158308,0.161409667,0.1642265,0.165221833,0.164931833,0.163556167,0.162553833,0.1611435,0.159188,0.157438833,0.155706833,0.1542225,0.152244667,0.150797833,0.149476833,0.148641,0.148966833,0.151101667,0.155282333,0.161243333,0.1691765,0.177294167,0.1833395,0.186816667,0.190258,0.1932045,0.194827167,0.195272,0.194194833,0.191678,0.188833667,0.185550167,0.183039333,0.181107,0.179573167,0.177835167,0.176200167,0.175843167,0.176909333,0.180087167,0.185299,0.1929435,0.2026945,0.212757833,0.222004833,0.230410833,0.238023333,0.250882333,0.272420833,0.300473167,0.330004333,0.355211833,0.373440667,0.383585667,0.388198333,0.390654333,0.392078167,0.391653333,0.388543833,0.383609167,0.377775167,0.371936333,0.365446667,0.360313167,0.356118667,0.352758,0.348939167,0.344963667,0.34123,0.337934333,0.334834,0.330709,0.3246545,0.317638167,0.310802833,0.305146167,0.301098333,0.298919333,0.298906167,0.300856333,0.3037315,0.305330667,0.306449167,0.308846333,0.312061167,0.314403833,0.3172035,0.319419,0.318575167,0.317396667,0.318774,0.321247167,0.323891833,0.325880167,0.325596667,0.325192333,0.3241905
37,0.233518,0.2347765,0.239887333,0.243048167,0.244898333,0.245829833,0.245807333,0.244279667,0.242052833,0.239859667,0.237637833,0.234891,0.2321455,0.229731167,0.2276145,0.225072833,0.223132333,0.2213455,0.220164333,0.219910333,0.221286167,0.22519,0.231504333,0.240017667,0.247416333,0.25299,0.256068667,0.2592335,0.261812,0.262688333,0.262794333,0.261381333,0.2590095,0.256066167,0.252924667,0.250294833,0.248257167,0.246867833,0.245643667,0.244734667,0.2451755,0.247200333,0.2513995,0.257804833,0.266222667,0.276318,0.286620667,0.296378,0.305559167,0.3160555,0.33381,0.362098167,0.396407333,0.429814833,0.457011,0.4762085,0.487366167,0.493111833,0.496083,0.497279333,0.495606833,0.490551,0.483580667,0.475720667,0.467248833,0.459038667,0.4517405,0.445960667,0.440982833,0.4357025,0.430056,0.425066167,0.4209765,0.416869333,0.412001333,0.405723,0.398747667,0.391946667,0.386349,0.382396333,0.38004,0.380047833,0.381634167,0.384036833,0.385673167,0.386536833,0.388843333,0.391295167,0.393188833,0.395793167,0.398608333,0.3984485,0.398673,0.400644167,0.403947833,0.407551667,0.410965,0.410682667,0.4108265,0.4090595
38,0.184780667,0.1853895,0.189553667,0.192877833,0.195666,0.198053167,0.1990885,0.1986135,0.1979355,0.196902833,0.196078,0.194203333,0.192485167,0.1909365,0.189331833,0.186991667,0.1849235,0.182660167,0.181062,0.180404,0.1814585,0.184472,0.188061833,0.193397667,0.199339333,0.2052375,0.209151167,0.213573833,0.217563833,0.219487833,0.220420333,0.219512,0.216788167,0.213460667,0.209649333,0.206766167,0.2043845,0.202609667,0.200239667,0.197482667,0.195835667,0.195544667,0.197249833,0.201060167,0.207383,0.216444333,0.226800167,0.236749833,0.244777833,0.250145167,0.257653167,0.272189167,0.2937905,0.319999,0.345409333,0.3649945,0.3762885,0.381850833,0.3852785,0.388133,0.389793333,0.3890645,0.386487833,0.382618167,0.3778795,0.372787167,0.368614333,0.365962167,0.363986333,0.361447,0.35835,0.355573333,0.353246,0.350815167,0.346872,0.340523833,0.333414,0.326182167,0.3202575,0.316107667,0.3139315,0.314378,0.3164845,0.319479167,0.3217495,0.323702833,0.327324833,0.331864333,0.335179,0.337894333,0.340520667,0.3385135,0.336061,0.335884,0.337842667,0.339688667,0.340947167,0.339497167,0.338672667,0.336789
39,0.136160833,0.138947167,0.145120667,0.149996167,0.154077,0.157748167,0.1592295,0.159218833,0.158240167,0.157350833,0.156212,0.154386833,0.152805,0.1511515,0.149643167,0.147592667,0.145795167,0.144104333,0.143019167,0.143323167,0.145639333,0.1500835,0.1556645,0.163209667,0.171750833,0.178794167,0.1832485,0.187757167,0.1918,0.1942145,0.195262833,0.194524167,0.191812667,0.1886475,0.184923667,0.182114167,0.179995667,0.178249167,0.175923667,0.173406667,0.172123833,0.172514167,0.175128833,0.180081,0.187735,0.198180833,0.209380667,0.219960833,0.228926833,0.235263333,0.245115,0.2630495,0.288514167,0.317631667,0.344457667,0.364527333,0.3761695,0.381859667,0.385312833,0.3880005,0.389378,0.388163833,0.384831,0.3801625,0.374748167,0.3692275,0.364649333,0.361496,0.359215333,0.356299833,0.352995833,0.349989167,0.3472865,0.344651333,0.340586,0.334129167,0.326323667,0.318667667,0.312229667,0.307648,0.305133667,0.304827333,0.306712,0.309450333,0.31132,0.312809167,0.3157535,0.319640333,0.3220065,0.324555167,0.326832833,0.326017333,0.324369167,0.325227,0.327459667,0.329999667,0.331973,0.331627,0.331247,0.329968167
40,0.154295,0.156673167,0.1622385,0.166144,0.170648,0.172840667,0.174202,0.173274333,0.171949667,0.1705755,0.168888333,0.166832167,0.164632833,0.162823667,0.160956,0.158777667,0.156822333,0.154985333,0.153971833,0.154178667,0.156826,0.161824833,0.168125333,0.176591667,0.186243333,0.1935695,0.198414,0.203462333,0.207813,0.209925667,0.2107295,0.209638,0.2064825,0.202826167,0.198914333,0.195915667,0.193530333,0.191603667,0.189345,0.187046667,0.186074167,0.186913333,0.190310667,0.196292,0.205297167,0.217128167,0.2296065,0.241155167,0.25115,0.258875667,0.2711825,0.292799333,0.322306667,0.354715333,0.383818333,0.4052475,0.417771333,0.4239585,0.427562,0.4302515,0.430991,0.4289665,0.4247255,0.419268833,0.413019,0.406772,0.401614,0.397942667,0.395097667,0.391629,0.387745833,0.384271,0.381388833,0.378446833,0.374060167,0.367215833,0.359239167,0.351322667,0.344820833,0.340263667,0.338032667,0.338383167,0.3409465,0.344328833,0.3465095,0.348126667,0.351558833,0.355224167,0.357781,0.360668,0.363339333,0.362512167,0.361040667,0.362135167,0.364417,0.367244333,0.3691305,0.369405833,0.369336667,0.367228167
41,0.216300833,0.217393167,0.220132667,0.222338,0.223972833,0.224951167,0.224714,0.223375667,0.221831333,0.2195545,0.217497667,0.214786,0.212270333,0.209772333,0.207198,0.204304833,0.201707,0.199168,0.197057,0.195800333,0.196145667,0.1983365,0.2015095,0.206328167,0.211889667,0.216989833,0.220009667,0.2233205,0.226229833,0.227291833,0.227495,0.2261015,0.223120833,0.2192815,0.215441,0.212427833,0.210062667,0.208071833,0.2054985,0.2026995,0.201088833,0.201180333,0.203267333,0.2076385,0.214720833,0.224700333,0.235650833,0.245704667,0.253782333,0.260519333,0.270862333,0.289672667,0.315532667,0.344395333,0.370519667,0.389982333,0.401279667,0.406590833,0.409912667,0.412300333,0.4130755,0.411021333,0.407250667,0.402382333,0.397126,0.3914415,0.386654167,0.383181833,0.380512833,0.377487833,0.374056,0.370952,0.368333833,0.365529167,0.3613235,0.354991667,0.347818,0.340654167,0.334901667,0.330787667,0.3286085,0.329147,0.3314645,0.334816167,0.3370515,0.3381755,0.3409625,0.343768833,0.345853667,0.347989167,0.350537333,0.349224,0.348130833,0.348693667,0.350816167,0.3533105,0.355275,0.354985167,0.354633667,0.352887333
42,0.1925035,0.193292,0.1956945,0.197838167,0.199451333,0.200129,0.199412667,0.198174667,0.1958145,0.193832667,0.1914185,0.1886465,0.185836667,0.183029167,0.180437667,0.177637667,0.174955167,0.172528167,0.170540667,0.169539167,0.1703575,0.173038167,0.176753833,0.1822185,0.188845333,0.1940035,0.197256,0.200499,0.203542833,0.204759833,0.204958833,0.2036075,0.200396667,0.196854167,0.1932695,0.190265667,0.1879875,0.186135,0.183691167,0.181224833,0.1798025,0.179944,0.1820745,0.1864955,0.193615,0.203274833,0.213876833,0.223641167,0.232135167,0.238346,0.248379833,0.266450667,0.291850333,0.320722,0.347495833,0.3673395,0.378716667,0.383997667,0.387087333,0.389709333,0.390703333,0.3894315,0.385703333,0.380727,0.375114167,0.369582833,0.364952167,0.361692833,0.3591215,0.356071667,0.352752667,0.349532667,0.347053167,0.344458,0.3404055,0.333884,0.3262185,0.318873333,0.313033167,0.308919833,0.307194333,0.307644167,0.310727667,0.314564333,0.316935833,0.318395167,0.321065667,0.324235667,0.327174167,0.330504167,0.3333735,0.331788167,0.330044833,0.330522833,0.332762333,0.3350515,0.336573167,0.336236,0.335781833,0.333544833
43,0.2204255,0.221668667,0.223007,0.224549167,0.225096667,0.225187833,0.224558167,0.222624,0.220392167,0.218786833,0.216855167,0.2141665,0.211657667,0.209440333,0.207078833,0.2043,0.201766167,0.199156833,0.1972535,0.195944333,0.1961015,0.1977115,0.200100333,0.204465333,0.209743667,0.214374667,0.217519,0.221214,0.2243085,0.225748167,0.225981167,0.224488833,0.221445167,0.217926667,0.213940833,0.210880333,0.208212833,0.206104167,0.203703333,0.201061833,0.199485,0.199367667,0.201159,0.205182667,0.211575833,0.2207375,0.2309555,0.2407255,0.2491215,0.2550795,0.264512167,0.281991333,0.307111167,0.336231833,0.363363,0.383764,0.3955115,0.401570333,0.405002,0.4075655,0.408623,0.4070675,0.403631333,0.398786,0.393321,0.3874225,0.382560333,0.37927,0.376645333,0.373627667,0.370132,0.366960667,0.364313833,0.361643333,0.357497667,0.351135833,0.343564833,0.335977333,0.329867833,0.325581667,0.323512833,0.3237005,0.326174833,0.329121333,0.3311225,0.332643333,0.336175,0.339990833,0.342176333,0.3441915,0.346738,0.3459175,0.344360333,0.344723833,0.3468945,0.349035,0.350093,0.350061167,0.34931,0.347387333
44,0.160294667,0.160402667,0.163758167,0.167193667,0.1697615,0.171584,0.171686167,0.1710285,0.169698167,0.168295333,0.166799833,0.164708333,0.162714,0.161059833,0.159213833,0.156963,0.154322333,0.152478,0.150992333,0.150434667,0.151714167,0.154848667,0.158656833,0.163985333,0.170566833,0.176131833,0.179873,0.184200833,0.188060167,0.189806,0.1906015,0.1895705,0.186655,0.183143667,0.179274,0.1762285,0.173714167,0.171774333,0.169328167,0.166610667,0.164936667,0.164876833,0.166799333,0.1709835,0.177719,0.187460167,0.198474,0.208733167,0.217327667,0.222922333,0.231334167,0.247422667,0.271159833,0.2997945,0.327472333,0.348630333,0.360808833,0.36682,0.370179,0.3729515,0.373957833,0.372893167,0.369654333,0.3649975,0.359379333,0.353816667,0.349247333,0.3460835,0.343987833,0.341291,0.338244833,0.3352035,0.332629833,0.329930333,0.325940667,0.3193755,0.311595833,0.304109333,0.29777,0.293523833,0.291358833,0.292127833,0.294849667,0.2982915,0.300732167,0.302628833,0.306204333,0.310514667,0.313178,0.315775,0.3185125,0.317085167,0.3149555,0.3154235,0.317121667,0.319287667,0.320293167,0.320294333,0.319891833,0.318504
45,0.165242,0.166638833,0.170930833,0.173416833,0.176247333,0.177223333,0.177683,0.176116833,0.174340667,0.172595667,0.170801667,0.168402333,0.165975,0.163986667,0.161986833,0.1600215,0.158228667,0.1567855,0.156039,0.1561795,0.157968,0.161752833,0.167055,0.174594333,0.182521,0.188199833,0.191761333,0.195240667,0.198034,0.199107667,0.199238667,0.197862833,0.195049,0.192141,0.189036333,0.186649667,0.184718833,0.183216167,0.181787833,0.1806495,0.180680167,0.182027333,0.185541333,0.191140333,0.1990015,0.208986667,0.219145667,0.2286505,0.2376115,0.246018167,0.2607045,0.285349667,0.317523833,0.350879667,0.379419667,0.399749833,0.411641167,0.417561833,0.420617667,0.422393833,0.421663333,0.418059167,0.412019833,0.405275167,0.3979185,0.390718833,0.384623833,0.379952167,0.376024167,0.371692667,0.367085333,0.362917167,0.359257833,0.355907,0.351498,0.345246333,0.338005667,0.331125333,0.325555167,0.321783833,0.31992,0.320707167,0.322943833,0.325720833,0.327586,0.329088333,0.332246333,0.335126,0.337097667,0.3400925,0.342849833,0.342581,0.341794333,0.3431445,0.345591,0.348111333,0.349635667,0.350451,0.350237167,0.348364833
46,0.129996667,0.132103833,0.137673333,0.142975667,0.1467395,0.149546,0.150193,0.1497945,0.148664667,0.147201333,0.1455005,0.143108833,0.141065667,0.139277,0.137392,0.135343167,0.133152667,0.132010333,0.1312185,0.131531833,0.133894,0.138691833,0.145649333,0.155168667,0.165116333,0.172266667,0.176691167,0.1813745,0.1854215,0.187355833,0.188273333,0.187355833,0.184602167,0.181187667,0.177726,0.175027333,0.173007,0.171595667,0.169839,0.16799,0.167637333,0.1693455,0.173413833,0.180042167,0.189165833,0.200863667,0.212908167,0.223886,0.233751667,0.242935333,0.258104333,0.283064667,0.314874,0.347617667,0.375500333,0.395623667,0.407326667,0.413579333,0.417310333,0.4199035,0.4200405,0.417393,0.412477667,0.4063605,0.399437,0.393023833,0.387204,0.382757,0.379154833,0.375238833,0.371117,0.367217,0.363745333,0.3604705,0.356082667,0.349312833,0.341675667,0.334311167,0.3281555,0.323686167,0.321108,0.3211515,0.322900167,0.325318667,0.326861167,0.327933333,0.330803333,0.333902667,0.336351833,0.338798833,0.341499833,0.341019833,0.340652833,0.342197333,0.344777667,0.3476775,0.350260333,0.351107667,0.3512185,0.3494285
47,0.142896167,0.144825,0.147895667,0.150893833,0.153451333,0.155180333,0.155406667,0.154800667,0.153165667,0.152074167,0.150535667,0.148447333,0.146264833,0.144384,0.142402,0.140148667,0.138078,0.1360275,0.134488,0.133884,0.13479,0.1372785,0.140432833,0.145079833,0.150689167,0.155403167,0.158560833,0.162000333,0.1651825,0.166617167,0.166892667,0.165393,0.1620825,0.158767667,0.155209833,0.152314833,0.150090167,0.148357333,0.145980167,0.143696,0.142294833,0.142087667,0.143779833,0.147553333,0.153873333,0.162828,0.1728405,0.182218333,0.190266167,0.195729667,0.204487333,0.220597667,0.243779333,0.270923833,0.296846,0.316515333,0.328123167,0.333929,0.337217667,0.339748333,0.340704333,0.339455833,0.3360295,0.331414,0.32606,0.321204,0.3168685,0.314013667,0.311841,0.309350667,0.306401667,0.303743833,0.3013995,0.2989215,0.295147333,0.289085333,0.281917833,0.2749975,0.269401833,0.265609167,0.264192333,0.264932167,0.267929167,0.2716945,0.2744355,0.276385333,0.280131667,0.283835,0.2863105,0.289213,0.291898667,0.290477667,0.288146333,0.288268167,0.289964667,0.291850833,0.292985167,0.291778333,0.2912225,0.289682167
48,0.1530105,0.155183,0.161289167,0.1667015,0.170682333,0.173411833,0.174680333,0.174032667,0.172989667,0.171397333,0.1700245,0.167864167,0.165882,0.1640475,0.162311333,0.160338667,0.158934,0.157502667,0.1567395,0.157018667,0.159086167,0.163474333,0.1700795,0.179290333,0.1881745,0.195032333,0.198897167,0.2027725,0.206132167,0.2076255,0.208208833,0.207127833,0.204625667,0.2014235,0.198045,0.195395667,0.193372333,0.1919175,0.190229833,0.1885995,0.18838,0.189916,0.193722167,0.1999825,0.208624667,0.219522667,0.2307025,0.241052,0.250326167,0.259444833,0.274511833,0.299733167,0.331872333,0.3650275,0.3929875,0.412963333,0.424361833,0.429928333,0.43286,0.434732667,0.434405333,0.430847667,0.425277833,0.418770667,0.411812,0.4046845,0.398571833,0.393884833,0.390005333,0.385642,0.380976,0.376825333,0.373255333,0.369679333,0.364783,0.3579615,0.350294667,0.342792667,0.336512333,0.3320485,0.329574833,0.329069667,0.3304645,0.332927,0.334581333,0.335844333,0.338687167,0.341782,0.344037833,0.3469805,0.349581,0.348558,0.348128333,0.350066833,0.353111667,0.356638833,0.359972833,0.359523833,0.359784,0.357895667
49,0.193931333,0.197531167,0.201233,0.205041167,0.208132833,0.2098895,0.210759333,0.210203333,0.208947667,0.207935,0.206733667,0.204704333,0.2029065,0.201347667,0.199515,0.197447667,0.195545,0.193635333,0.192411833,0.191998833,0.1935395,0.1967055,0.200441833,0.206065167,0.2126465,0.218105667,0.221641333,0.225638667,0.229158,0.2310115,0.231677833,0.2307545,0.2282955,0.224826,0.221406833,0.218721,0.216538333,0.214842,0.212614333,0.210152833,0.208752167,0.2087855,0.210754667,0.214918833,0.2214835,0.230899833,0.241191833,0.250852667,0.259073333,0.264688333,0.273506,0.289855333,0.313653833,0.341903833,0.369102167,0.390030667,0.402117833,0.408377333,0.412068333,0.414931667,0.4163245,0.415245667,0.412137167,0.407554667,0.402078333,0.396484333,0.391824667,0.388809833,0.386463,0.383750833,0.3806305,0.377543,0.374862833,0.3723525,0.368118,0.361588,0.353907667,0.346204833,0.340033,0.335563,0.333356667,0.333652,0.336157833,0.339294833,0.341292667,0.342574167,0.345302,0.348775,0.3510765,0.353123,0.355446667,0.3540815,0.352712833,0.353334,0.355178333,0.357363833,0.357988,0.3597745,0.358996833,0.356606333
50,0.1925035,0.193292,0.1956945,0.197838167,0.199451333,0.200129,0.199412667,0.198174667,0.1958145,0.193832667,0.1914185,0.1886465,0.185836667,0.183029167,0.180437667,0.177637667,0.174955167,0.172528167,0.170540667,0.169539167,0.1703575,0.173038167,0.176753833,0.1822185,0.188845333,0.1940035,0.197256,0.200499,0.203542833,0.204759833,0.204958833,0.2036075,0.200396667,0.196854167,0.1932695,0.190265667,0.1879875,0.186135,0.183691167,0.181224833,0.1798025,0.179944,0.1820745,0.1864955,0.193615,0.203274833,0.213876833,0.223641167,0.232135167,0.238346,0.248379833,0.266450667,0.291850333,0.320722,0.347495833,0.3673395,0.378716667,0.383997667,0.387087333,0.389709333,0.390703333,0.3894315,0.385703333,0.380727,0.375114167,0.369582833,0.364952167,0.361692833,0.3591215,0.356071667,0.352752667,0.349532667,0.347053167,0.344458,0.3404055,0.333884,0.3262185,0.318873333,0.313033167,0.308919833,0.307194333,0.307644167,0.310727667,0.314564333,0.316935833,0.318395167,0.321065667,0.324235667,0.327174167,0.330504167,0.3333735,0.331788167,0.330044833,0.330522833,0.332762333,0.3350515,0.336573167,0.336236,0.335781833,0.333544833
51,0.1359555,0.1377625,0.142904167,0.148000333,0.152398833,0.1549765,0.155463667,0.154957667,0.153154667,0.151832667,0.149374667,0.147207167,0.1449595,0.142574,0.140543,0.138273833,0.136151,0.134406333,0.133279167,0.133556333,0.136561333,0.141809,0.148111333,0.156522833,0.166567,0.1742045,0.1790875,0.183664167,0.188043833,0.189992833,0.190505167,0.189395167,0.186060667,0.182080167,0.178200833,0.17498,0.172542667,0.170608333,0.1678915,0.165152,0.163750667,0.164202667,0.1669615,0.172693,0.181698333,0.193825833,0.206693333,0.218332333,0.228239333,0.235365333,0.2466465,0.266656667,0.294712,0.326471333,0.355652667,0.376992833,0.389367667,0.3949195,0.3981915,0.400906,0.401943333,0.400442167,0.396520833,0.3914215,0.385791333,0.380098167,0.375409,0.372211667,0.369601833,0.366724333,0.363506167,0.360471,0.357943833,0.3553185,0.351145167,0.344505167,0.336784333,0.329238333,0.323215833,0.319118833,0.317529333,0.318285667,0.321473667,0.3252965,0.327830833,0.329589167,0.332600333,0.33614,0.339131167,0.3424545,0.345114333,0.343671333,0.342185333,0.3428565,0.3450455,0.347690167,0.3496175,0.349305833,0.34921,0.346943
52,0.165242,0.166638833,0.170930833,0.173416833,0.176247333,0.177223333,0.177683,0.176116833,0.174340667,0.172595667,0.170801667,0.168402333,0.165975,0.163986667,0.161986833,0.1600215,0.158228667,0.1567855,0.156039,0.1561795,0.157968,0.161752833,0.167055,0.174594333,0.182521,0.188199833,0.191761333,0.195240667,0.198034,0.199107667,0.199238667,0.197862833,0.195049,0.192141,0.189036333,0.186649667,0.184718833,0.183216167,0.181787833,0.1806495,0.180680167,0.182027333,0.185541333,0.191140333,0.1990015,0.208986667,0.219145667,0.2286505,0.2376115,0.246018167,0.2607045,0.285349667,0.317523833,0.350879667,0.379419667,0.399749833,0.411641167,0.417561833,0.420617667,0.422393833,0.421663333,0.418059167,0.412019833,0.405275167,0.3979185,0.390718833,0.384623833,0.379952167,0.376024167,0.371692667,0.367085333,0.362917167,0.359257833,0.355907,0.351498,0.345246333,0.338005667,0.331125333,0.325555167,0.321783833,0.31992,0.320707167,0.322943833,0.325720833,0.327586,0.329088333,0.332246333,0.335126,0.337097667,0.3400925,0.342849833,0.342581,0.341794333,0.3431445,0.345591,0.348111333,0.349635667,0.350451,0.350237167,0.348364833
53,0.169324333,0.171944167,0.178102667,0.181924833,0.184665167,0.1868595,0.187577833,0.186649333,0.185019333,0.183539,0.181786833,0.1794995,0.177553667,0.175602667,0.173962667,0.171844,0.170486333,0.1690215,0.168227333,0.168606,0.170797,0.174979833,0.1811515,0.1895705,0.197719,0.203848833,0.207407833,0.210969333,0.2138675,0.215402833,0.215637667,0.214273833,0.211228833,0.208665833,0.205396167,0.202847333,0.200852333,0.199325833,0.197892167,0.196628,0.196778,0.198288,0.2020515,0.2079885,0.2163885,0.22683,0.237602833,0.247759833,0.2575855,0.267273333,0.284711833,0.313089333,0.349008333,0.384878,0.414301,0.435221667,0.447209333,0.452823,0.4557315,0.456905667,0.455375333,0.450390167,0.443194667,0.435068167,0.426595167,0.418146833,0.410936833,0.405,0.399866833,0.394459,0.389040667,0.384041333,0.379648833,0.375571333,0.370627,0.363671833,0.3558145,0.3483145,0.342077333,0.337725667,0.335142167,0.334783333,0.3367115,0.339524167,0.341089167,0.342387167,0.3452495,0.348683167,0.350800833,0.354054333,0.356771667,0.356493333,0.355687167,0.357716667,0.3611785,0.364095833,0.364986,0.367441833,0.36729,0.3653725
54,0.136160833,0.138947167,0.145120667,0.149996167,0.154077,0.157748167,0.1592295,0.159218833,0.158240167,0.157350833,0.156212,0.154386833,0.152805,0.1511515,0.149643167,0.147592667,0.145795167,0.144104333,0.143019167,0.143323167,0.145639333,0.1500835,0.1556645,0.163209667,0.171750833,0.178794167,0.1832485,0.187757167,0.1918,0.1942145,0.195262833,0.194524167,0.191812667,0.1886475,0.184923667,0.182114167,0.179995667,0.178249167,0.175923667,0.173406667,0.172123833,0.172514167,0.175128833,0.180081,0.187735,0.198180833,0.209380667,0.219960833,0.228926833,0.235263333,0.245115,0.2630495,0.288514167,0.317631667,0.344457667,0.364527333,0.3761695,0.381859667,0.385312833,0.3880005,0.389378,0.388163833,0.384831,0.3801625,0.374748167,0.3692275,0.364649333,0.361496,0.359215333,0.356299833,0.352995833,0.349989167,0.3472865,0.344651333,0.340586,0.334129167,0.326323667,0.318667667,0.312229667,0.307648,0.305133667,0.304827333,0.306712,0.309450333,0.31132,0.312809167,0.3157535,0.319640333,0.3220065,0.324555167,0.326832833,0.326017333,0.324369167,0.325227,0.327459667,0.329999667,0.331973,0.331627,0.331247,0.329968167
